text,label,label_name,text_original,tokenized_text,sent_token_length,sent_bert_token_length,char_count,Character Count
tuco tallarín jaja 😜 fuera los terrucos,0,Negative,Tuco tallarín jajaja 😜 fuera los terrucos ,tuco tallarín jaja 😜 fuera los terrucos,7,12,39,39
"muy pennnca el mexicano 🤣, pero el cabro de la u de chile sabe expresarse, saludos desde copiapó 🇨🇱",1,Neutral,"Muy Pennnnnnnnnnca el mexicano 🤣, pero el cabro de la U de Chile sabe expresarse, Saludos desde Copiapó 🇨🇱",muy pennnca el mexicano 🤣  pero el cabro de la u de chile sabe expresarse  saludos desde copiapó 🇨🇱,19,24,99,99
"se va a hacer la santa la chuecona, si se ve que todo ya esta usado parece molleja jetonasa 🤣🤣🤣",0,Negative,"Se va a hacer la santa la chuecona, si se ve que todo ya esta usado parece molleja jetonasa 🤣🤣🤣",se va a hacer la santa la chuecona  si se ve que todo ya esta usado parece molleja jetonasa 🤣🤣🤣,20,27,95,95
xq este medio  mucho le gusta difamar y estar pendiente  en el presidente que te importa lo de afuera fijate aki los niños  como esta fuera mierda a este medio😡😡😡,0,Negative,Xq este medio  mucho le gusta difamar y estar pendiente  en el presidente que te importa lo de afuera fijate aki los niños  como esta fuera mierda a este medio😡😡😡😡😡😡😡😡,xq este medio  mucho le gusta difamar y estar pendiente  en el presidente que te importa lo de afuera fijate aki los niños  como esta fuera mierda a este medio😡😡😡,30,34,162,162
ohayou desu mil respetos desu wow 👏👏 desu kawaī kawaī 🌸🌸☯️👍 desu watashi quiciera viajar a nihon japón gommene princesita desu me encanta tus videos arigatou gozaimas desu sayonara 🇲🇽🇯🇵🙏🙏😘🗾⛩️⛩️⛩️⛩️⛩️,2,Positive,Ohayou desu mil respetos desu WOW 👏👏 desu kawaī kawaī 🌸🌸☯️👍 desu watashi quiciera viajar a Nihon Japón gommene princesita desu me encanta tus videos arigatou gozaimas desu sayonara 🇲🇽🇯🇵🙏🙏😘🗾⛩️⛩️⛩️⛩️⛩️,ohayou desu mil respetos desu wow 👏👏 desu kawaī kawaī 🌸🌸☯️👍 desu watashi quiciera viajar a nihon japón gommene princesita desu me encanta tus videos arigatou gozaimas desu sayonara 🇲🇽🇯🇵🙏🙏😘🗾⛩️⛩️⛩️⛩️⛩️,30,52,199,199
de las vinchas tambien 😊,2,Positive,De las vinchas tambien 😊,de las vinchas tambien 😊,5,6,24,24
"viejo ridículo, como se nota que el partido perú libre ✏️✏️✏️ le quita el sueño 🤭🤣",0,Negative,"Viejo ridículo, como se nota que el partido PERÚ LIBRE ✏️✏️✏️ le quita el sueño 🤭🤣",viejo ridículo  como se nota que el partido perú libre ✏️✏️✏️ le quita el sueño 🤭🤣,16,17,82,82
chino antony chato carlos para que el negro felix nos lleve a piura 😏😏,1,Neutral,Chino Antony chato Carlos para que el negro Felix nos lleve a Piura 😏😏,chino antony chato carlos para que el negro felix nos lleve a piura 😏😏,14,16,70,70
5 gatos la  keiko los mando  atorrantes 😡,0,Negative,5 gatos la  Keiko los mando  atorrantes 😡,5 gatos la  keiko los mando  atorrantes 😡,8,11,41,41
*compaltan p gentita hermosa chocolateraa denle tiki tiki al compartir*😋🍫  url,1,Neutral,*COMPALTAN P GENTITA HERMOSA CHOCOLATERAA DENLE TIKI TIKI AL COMPARTIR*😋🍫  https://chat.whatsapp.com/HmJlsmKRZmV3SjpBDiQoVr, compaltan p gentita hermosa chocolateraa denle tiki tiki al compartir 😋🍫  url,11,23,78,78
menos mal que en el hotel no han puestos las rosas para que te las pongas en los pechereques jaja 😂😂,0,Negative,Menos mal que en el hotel no han puestos las rosas para que te las pongas en los pechereques jaja 😂😂,menos mal que en el hotel no han puestos las rosas para que te las pongas en los pechereques jaja 😂😂,21,24,100,100
felicitaciones señores cada dia mejor el programa.  ah la firme  .. ⚽️⚽️⚽️⚽️⚽️,2,Positive,FELICITACIONES SEÑORES CADA DIA MEJOR EL PROGRAMA.  AH LA FIRME  .. ⚽️⚽️⚽️⚽️⚽️,felicitaciones señores cada dia mejor el programa   ah la firme     ⚽️⚽️⚽️⚽️⚽️,12,14,78,78
jhan sc si mano cuando saliamos con la kimy despues de estudiar para meternos la bajada 😆,1,Neutral,Jhan SC si mano cuando saliamos con la kimy despues de estudiar para meternos la bajada 😆,jhan sc si mano cuando saliamos con la kimy despues de estudiar para meternos la bajada 😆,17,21,89,89
brenda nichya  increible😳 le tongue cruzando todos sus límites ahora le dicen tongod 😄😄,1,Neutral,Brenda Nichya  increible😳 le tongue cruzando todos sus límites ahora le dicen tonGOD 😄😄,brenda nichya  increible😳 le tongue cruzando todos sus límites ahora le dicen tongod 😄😄,14,20,87,87
jose karlos donde quedó el amor? acaso te caigo mal? 😢,0,Negative,Jose Karlos donde quedó el amor? Acaso te caigo mal? 😢,jose karlos donde quedó el amor  acaso te caigo mal  😢,11,12,54,54
tremenda joyita 💜💜💜,0,Negative,Tremenda joyita 💜💜💜💜,tremenda joyita 💜💜💜,3,3,19,19
ximena ariana yolanda para nuestros lonchesitos 😍,2,Positive,Ximena Ariana Yolanda para nuestros lonchesitos 😍,ximena ariana yolanda para nuestros lonchesitos 😍,7,11,49,49
estamos  fregados 😭😭😭,0,Negative,Estamos  fregados 😭😭😭😭😭,estamos  fregados 😭😭😭,3,5,21,21
like si a gienale le crecieron las chichis 😂,0,Negative,Like si a gienale le crecieron las chichis 😂,like si a gienale le crecieron las chichis 😂,9,13,44,44
jaja una tomografía para el productor porsiacasito  digooo  🤣🤣🤣,1,Neutral,JAJAJAJAJAJAJAJA Una tomografía para el productor porsiacasito  digoooo  🤣🤣🤣,jaja una tomografía para el productor porsiacasito  digooo  🤣🤣🤣,9,16,63,63
"este general habla por él y da a conocer deseo de dar claramente un golpe de estado. hasta el desea la presidencia... todo ese deseoo es aceptable, máss no la tremenda falta de respeto al expresarlo y dijirirse en ese tono a su superior. se le olvida q por más general q sea es un subalterno ante el presidente. muy mal🤨",0,Negative,"Este general habla por él y da a conocer deseo de dar claramente un GOLPE DE ESTADO. Hasta el desea la presidencia... Todo ese deseoo es aceptable, máss no la tremenda falta de respeto al expresarlo y dijirirse en ese tono a su superior. Se le olvida q por más general q sea es un subalterno ante el presidente. Muy mal🤨",este general habla por él y da a conocer deseo de dar claramente un golpe de estado  hasta el desea la presidencia    todo ese deseoo es aceptable  máss no la tremenda falta de respeto al expresarlo y dijirirse en ese tono a su superior  se le olvida q por más general q sea es un subalterno ante el presidente  muy mal🤨,61,73,320,320
cabeza de borrador chupamedias 😡💩,0,Negative,Cabeza de borrador chupamedias 😡💩,cabeza de borrador chupamedias 😡💩,5,7,33,33
bravisimo gaston esa ocopa será un manjarrr uhmmm😋😋al batán aló natural con unas papas huamantangas qe riko!!! 🇵🇪🇵🇪,2,Positive,Bravisimo gaston esa ocopa será un manjarrr uhmmm😋😋al Batán aló natural con unas papas huamantangas qe riko!!!! 🇵🇪🇵🇪,bravisimo gaston esa ocopa será un manjarrr uhmmm😋😋al batán aló natural con unas papas huamantangas qe riko    🇵🇪🇵🇪,18,32,115,115
vamos luciana combate es bacan ️💚,2,Positive,VAMOS LUCIANA COMBATE ES BACAN ❤️💚,vamos luciana combate es bacan ️💚,6,8,33,33
jaja choborra escuche?? 😮,0,Negative,Jaja choborra escuche?? 😮,jaja choborra escuche   😮,4,7,25,25
hechale agua bendita para que todo les baya bien habla causita 😊😊,2,Positive,Hechale agua bendita para que todo les baya bien habla causita 😊😊,hechale agua bendita para que todo les baya bien habla causita 😊😊,12,15,65,65
como yo que fui a arequipa a comer el chupe de camarones 😋😋😋 fue una delicia ... muy pronto regresare a perú para ir a huánuco a comer la rica pachamanca 😊,2,Positive,Como yo que fui a Arequipa a comer el chupe de camarones 😋😋😋 fue una delicia ... muy pronto regresare a Perú para ir a Huánuco a comer la rica pachamanca 😊,como yo que fui a arequipa a comer el chupe de camarones 😋😋😋 fue una delicia     muy pronto regresare a perú para ir a huánuco a comer la rica pachamanca 😊,32,41,155,155
solo dijo lo k todos piensan. deberíamos aprender de los pájaros primero hacen su nido luego ponen sus huevos. como somos brutos primero nos comemos el huevo🤣🤣,0,Negative,Solo dijo lo k todos piensan. Deberíamos aprender de los pájaros primero hacen su nido luego ponen sus huevos. Como somos brutos primero nos comemos el huevo🤣🤣,solo dijo lo k todos piensan  deberíamos aprender de los pájaros primero hacen su nido luego ponen sus huevos  como somos brutos primero nos comemos el huevo🤣🤣,27,30,159,159
"basta ya de periodismo, flaco",0,Negative,"Basta ya de periodismo, flaco",basta ya de periodismo  flaco,5,6,29,29
que buen polvorín que le están metiendo a gianella 😂😂😂,0,Negative,Que buen polvorín que le están metiendo a Gianella 😂😂😂,que buen polvorín que le están metiendo a gianella 😂😂😂,10,13,54,54
johnny cerpa solier cuando johnny pone su carita ashiii 😍😍👉🏼👈🏼😘,2,Positive,Johnny Cerpa Solier cuando Johnny pone su carita ashiiii 😍😍👉🏼👈🏼😘,johnny cerpa solier cuando johnny pone su carita ashiii 😍😍👉🏼👈🏼😘,10,13,63,63
"jaja ""vas a malograr el en vivo ... baboso!!! jaja bueeenaaa chiinooo !!!😹",0,Negative,"Jajajajja ""vas a malograr el en vivo ... Baboso!!! Jajajja bueeeenaaa chiinooo !!!!😹",jaja  vas a malograr el en vivo     baboso    jaja bueeenaaa chiinooo    😹,13,21,74,74
"ese nepe , echale rexonaaa en la cabeza como makanaky jaja 🤣🤣🤣",0,Negative,"ESE NEPE , ECHALE REXONAAA EN LA CABEZA COMO MAKANAKY JAJAJAJAJAJA 🤣🤣🤣🤣",ese nepe   echale rexonaaa en la cabeza como makanaky jaja 🤣🤣🤣,12,19,62,62
jaja el chico me hizo recordar al pata que no respeto el toque de queda y su papá le metió un lapo ... pobre damián le cayó más galletazo🤣🤣🤣,0,Negative,Jajajajaja el chico me hizo recordar al pata que no respeto el toque de queda y su papá le metió un lapo ... Pobre Damián le cayó más galletazo🤣🤣🤣,jaja el chico me hizo recordar al pata que no respeto el toque de queda y su papá le metió un lapo     pobre damián le cayó más galletazo🤣🤣🤣,29,32,140,140
todo chvr con cueva pero el hermano barrunto ya está cayendo espeso 😒,0,Negative,todo chvr con Cueva pero el hermano Barrunto ya está cayendo espeso 😒,todo chvr con cueva pero el hermano barrunto ya está cayendo espeso 😒,13,17,69,69
mucho le suda la pelada al tobi y es el tacho de luz 🤙🏼🤣,0,Negative,Mucho le suda la pelada al Tobi y es el tacho de luz 🤙🏼🤣,mucho le suda la pelada al tobi y es el tacho de luz 🤙🏼🤣,14,16,56,56
"dos días atrás beto durante todo su programa hizo todo un show de burla y escarnio contra un congresista tildandolo de borracho  y finalmente se sabe que no para siempre borracho sino que tiene una enfermedad degenerativa 🤷🏻‍️ no pues betito a veces eres bastante ligerito para hablar  y que coincidencia que ahora sea siempre sea contra ese partido  ""si has venido a victimizarte"" ""si has venido a hacer un lloriqueo"" ""te invito a que te retires""  ""mamasitaa mamasitaa""  ""se la va a llevar ahorita la seguridad"" ""y si vienen a ladrar bueno se llama a la perrera""  así es beto  ""así de simple"" 🤷🏻‍️",0,Negative,"DOS DÍAS ATRÁS BETO DURANTE TODO SU PROGRAMA HIZO TODO UN SHOW DE BURLA Y ESCARNIO CONTRA UN CONGRESISTA TILDANDOLO DE BORRACHO  Y FINALMENTE SE SABE QUE NO PARA SIEMPRE BORRACHO SINO QUE TIENE UNA ENFERMEDAD DEGENERATIVA 🤷🏻‍♂️ NO PUES BETITO A VECES ERES BASTANTE LIGERITO PARA HABLAR  Y QUE COINCIDENCIA QUE AHORA SEA SIEMPRE SEA CONTRA ESE PARTIDO  ""SI HAS VENIDO A VICTIMIZARTE"" ""SI HAS VENIDO A HACER UN LLORIQUEO"" ""TE INVITO A QUE TE RETIRES""  ""MAMASITAA MAMASITAA""  ""SE LA VA A LLEVAR AHORITA LA SEGURIDAD"" ""Y SI VIENEN A LADRAR BUENO SE LLAMA A LA PERRERA""  ASÍ ES BETO  ""ASÍ DE SIMPLE"" 🤷🏻‍♂️",dos días atrás beto durante todo su programa hizo todo un show de burla y escarnio contra un congresista tildandolo de borracho  y finalmente se sabe que no para siempre borracho sino que tiene una enfermedad degenerativa 🤷🏻‍️ no pues betito a veces eres bastante ligerito para hablar  y que coincidencia que ahora sea siempre sea contra ese partido   si has venido a victimizarte   si has venido a hacer un lloriqueo   te invito a que te retires    mamasitaa mamasitaa    se la va a llevar ahorita la seguridad   y si vienen a ladrar bueno se llama a la perrera   así es beto   así de simple  🤷🏻‍️,105,137,598,598
"luciano porfa aparte de lo delicioso 😋 de la gastronomía peruana, el nombre de bloqueador solar please... muchos éxitos 😁 😘 lindo hashtag viajayprueba",2,Positive,"Luciano porfa aparte de lo delicioso 😋 de la gastronomía Peruana, el nombre de bloqueador solar please... Muchos éxitos 😁 😘 lindo #viajayprueba",luciano porfa aparte de lo delicioso 😋 de la gastronomía peruana  el nombre de bloqueador solar please    muchos éxitos 😁 😘 lindo hashtag viajayprueba,24,32,150,150
"a estos retos.. tenemos que enfrentar ..cómo se dice aique tener ...disculpen la expresión ..pero aique tener las pelotas bien puestas para ejecutar un penal ...no todo lo metes en algún momento lo fallas ...y esto es parte del fútbol ..,hasta los mejores jugadores del mundo fallan ...así es este deporte ...a lo que mi causita cueva ..sigue con la trauma del penal fallado en el mundial ...ojalá el nerito levante cabeza ...igual todos los jugadores ...y la inchada ni hablar ...👍👍👍⚽⚽⚽",2,Positive,"A estos retos.. tenemos que enfrentar ..cómo se dice Aique tener ...disculpen la expresión ..pero Aique tener las pelotas bien puestas para ejecutar un penal ....no todo lo metes en algún momento lo fallas ...y esto es parte del fútbol ..,hasta los mejores jugadores del mundo fallan ...así es este deporte ...a lo que mi causita Cueva ..sigue con la trauma del penal fallado en el mundial ....ojalá el nerito levante cabeza ....igual todos los jugadores .....y la inchada ni hablar ....👍👍👍👍⚽⚽⚽⚽⚽",a estos retos   tenemos que enfrentar   cómo se dice aique tener    disculpen la expresión   pero aique tener las pelotas bien puestas para ejecutar un penal    no todo lo metes en algún momento lo fallas    y esto es parte del fútbol    hasta los mejores jugadores del mundo fallan    así es este deporte    a lo que mi causita cueva   sigue con la trauma del penal fallado en el mundial    ojalá el nerito levante cabeza    igual todos los jugadores    y la inchada ni hablar    👍👍👍⚽⚽⚽,82,105,487,487
la pura verdad no hay mas q decir ne consta conchasumare los tombos la mayoria son unos coimeros... y los premian ...en cambio a los serenasgos...😓😓😓,0,Negative,La pura verdad no hay mas q decir ne consta conchasumare los tombos la mayoria son unos coimeros... y los premian ...en cambio a los serenasgos...😓😓😓,la pura verdad no hay mas q decir ne consta conchasumare los tombos la mayoria son unos coimeros    y los premian    en cambio a los serenasgos   😓😓😓,26,38,149,149
ese pelado cevichero ya me cae kuaker😂🤣🤣🤣,0,Negative,Ese pelado cevichero Ya me cae Kuaker😂🤣🤣🤣,ese pelado cevichero ya me cae kuaker😂🤣🤣🤣,7,11,41,41
"en casa solo conocemos esa forma de preparar el rocoto relleno, arrebosadito y acompañado de un solterito y la bebida obligada chicha de jora o frutillada 😋",1,Neutral,"En casa solo conocemos esa forma de preparar el rocoto relleno, arrebosadito y acompañado de un solterito y la bebida obligada chicha de jora o frutillada 😋",en casa solo conocemos esa forma de preparar el rocoto relleno  arrebosadito y acompañado de un solterito y la bebida obligada chicha de jora o frutillada 😋,27,39,156,156
"el comportamiento de esta terrocomunista zaira arias ,es solo una ""bombita💣"" de lo que sería el gobierno de pedro castillo: prepotentes, agresivos e imponiendo sus ideas. ¡el chavismo en su máxima expresión!🤮al ver esta actitud pinta en cuerpo entero a la gentuza que tiene el prof. castillista en el congreso y en su equipo presidencial🤦‍️🤮👎no olviden hashtag castillo y hashtag vladimircerron han metido al congreso 4 terroristas...a esta comunista electa por el pl ✏, se le salió la terruquita que lleva dentro""🤭🤦‍️🤦‍️🤭 pd. 🤔🤔🤔mmm ,yo creo que ya no los debemos terruquear ,ellos mismos lo están demostrando .🤮",0,Negative,"El comportamiento de esta Terrocomunista Zaira Arias ,es solo una ""Bombita💣"" de lo que sería el Gobierno de Pedro Castillo: prepotentes, agresivos e imponiendo sus ideas. ¡EL Chavismo en su máxima expresión!🤮Al ver esta actitud pinta en cuerpo entero a la gentuza que tiene el prof. Castillista en el congreso y en su equipo presidencial🤦‍♀️🤮👎No olviden #Castillo y #VladimirCerron han metido al Congreso 4 TERRORISTAS.......a esta Comunista electa por el PL ✏, SE LE SALIÓ LA TERRUQUITA QUE LLEVA DENTRO""🤭🤦‍♀️🤦‍♀️🤭 pd. 🤔🤔🤔🤔🤔Mmmm ,Yo creo que ya no los debemos terruquear ,ellos mismos lo están demostrando .🤮",el comportamiento de esta terrocomunista zaira arias  es solo una  bombita💣  de lo que sería el gobierno de pedro castillo  prepotentes  agresivos e imponiendo sus ideas  ¡el chavismo en su máxima expresión 🤮al ver esta actitud pinta en cuerpo entero a la gentuza que tiene el prof  castillista en el congreso y en su equipo presidencial🤦‍️🤮👎no olviden hashtag castillo y hashtag vladimircerron han metido al congreso 4 terroristas   a esta comunista electa por el pl ✏  se le salió la terruquita que lleva dentro 🤭🤦‍️🤦‍️🤭 pd  🤔🤔🤔mmm  yo creo que ya no los debemos terruquear  ellos mismos lo están demostrando  🤮,98,135,613,613
"me paso con mi hija mayor, lo peor fue que lo hizo apenas entro en la tina,  tuve que sacarla,  cambiarla, tirar el agua, limpiar la tina y luego volver a llenarla, 😫🤦🏻‍️🤷🏽‍️ pero que se puede hacer cosas que pasan 🤣🤣",0,Negative,"Me paso con mi hija mayor, lo peor fue que lo hizo apenas entro en la tina,  tuve que sacarla,  cambiarla, tirar el agua, limpiar la tina y luego volver a llenarla, 😫🤦🏻‍♀️🤷🏽‍♀️ pero que se puede hacer cosas que pasan 🤣🤣",me paso con mi hija mayor  lo peor fue que lo hizo apenas entro en la tina   tuve que sacarla   cambiarla  tirar el agua  limpiar la tina y luego volver a llenarla  😫🤦🏻‍️🤷🏽‍️ pero que se puede hacer cosas que pasan 🤣🤣,42,48,217,217
"gina ventura nellsy ar fiorella pg charly borjas , cajamarca los espera 😀",2,Positive,"Gina Ventura Nellsy AR Fiorella PG Charly Borjas , Cajamarca los espera 😀",gina ventura nellsy ar fiorella pg charly borjas   cajamarca los espera 😀,13,22,73,73
mayra bravo gonzales carolina baigorria 👀,1,Neutral,Mayra Bravo Gonzales Carolina Baigorria 👀,mayra bravo gonzales carolina baigorria 👀,6,11,41,41
"benji, ya está de vuelta.!!!  osea, típica cortina de humo, nomas.!!  payasada tras payasada,!!... una pena.!!  🤙🏼️🇵🇪",2,Positive,"Benji, ya está de vuelta.!!!  OSEA, típica cortina de humo, nomas.!!  Payasada tras payasada,!!..... Una pena.!!  🤙🏼❤️🇵🇪",benji  ya está de vuelta      osea  típica cortina de humo  nomas     payasada tras payasada       una pena     🤙🏼️🇵🇪,17,31,117,117
debe haber algún macho de esta cabrilla dentro del penal para que defienda tantos a los presos 🙄,0,Negative,Debe haber algún macho de esta cabrilla dentro del penal para que defienda tantos a los presos 🙄,debe haber algún macho de esta cabrilla dentro del penal para que defienda tantos a los presos 🙄,18,19,96,96
como se dice quiero una chichis en japonés  😁,0,Negative,Como se dice quiero una chichis en japonés  😁,como se dice quiero una chichis en japonés  😁,9,11,45,45
que tal raza llamar chamba a eso 😁😘,1,Neutral,Que tal raza llamar chamba a eso 😁😘,que tal raza llamar chamba a eso 😁😘,8,8,35,35
qué te pasó? 😔 nomás te falta la gorra de don ramón jajj,0,Negative,Qué te pasó? 😔 Nomás te falta la gorra de Don Ramón jajj,qué te pasó  😔 nomás te falta la gorra de don ramón jajj,13,14,56,56
"-cierto, taita",1,Neutral,"-Cierto, taita", cierto  taita,2,5,14,14
obvio pía tú eres más original..no como la comechada de la san miguel que siempre trata d minimizar alós combatientes..me cae kuaker es una odiosa ..pérez renzito shuler está defendiendo bien años combatientes...💪💪💪,2,Positive,Obvio Pía tú eres más original..no como la comechada de la San Miguel que siempre trata d minimizar Alós combatientes..me cae kuaker es una odiosa ..Pérez renzito shuler está defendiendo bien años combatientes...💪💪💪,obvio pía tú eres más original  no como la comechada de la san miguel que siempre trata d minimizar alós combatientes  me cae kuaker es una odiosa   pérez renzito shuler está defendiendo bien años combatientes   💪💪💪,33,51,215,215
el lobo de crepusculo 🤨,1,Neutral,el lobo de crepusculo 🤨,el lobo de crepusculo 🤨,5,7,23,23
el patriotismo es la peor de las huachaferías,0,Negative,El patriotismo es la peor de las huachaferías,el patriotismo es la peor de las huachaferías,8,12,45,45
alberto volvió a hacer sonar los tacones y salió,1,Neutral,Alberto volvió a hacer sonar los tacones y salió,alberto volvió a hacer sonar los tacones y salió,9,10,48,48
este chibolo... ojalá y su próximo lanzamiento sea desde un edificio 😌,0,Negative,Este chibolo... ojalá y su próximo lanzamiento sea desde un edificio 😌,este chibolo    ojalá y su próximo lanzamiento sea desde un edificio 😌,12,14,70,70
el cara de tigre con motor de ratón jaja 😂,0,Negative,El cara de tigre con motor de ratón jajaja 😂,el cara de tigre con motor de ratón jaja 😂,10,10,42,42
cristian qué cool son jaja vamos a buscarlas 😍💜,2,Positive,Cristian qué cool son jajaja vamos a buscarlas 😍💜,cristian qué cool son jaja vamos a buscarlas 😍💜,9,10,47,47
los comuneros acudían a mirar tanta maravilla,1,Neutral,Los comuneros acudían a mirar tanta maravilla,los comuneros acudían a mirar tanta maravilla,7,9,45,45
"damián es un kgue de risa ,care muerto  es mi brother 😂",2,Positive,"Damián es un kgue de risa ,care muerto  es mi brother 😂",damián es un kgue de risa  care muerto  es mi brother 😂,12,16,55,55
jaja me aburri de las fotos mejor me voy a chapar 😂😂 taryn briseth elena maria miren  jajaba,1,Neutral,Jajaja me aburri de las fotos mejor me voy a chapar 😂😂 Taryn Briseth Elena Maria miren  jajajaba,jaja me aburri de las fotos mejor me voy a chapar 😂😂 taryn briseth elena maria miren  jajaba,18,23,92,92
su cachetada limpia era la mejor educación que nos dejó man bok park 👏😄. por eso las jugadoras eran otro nivel no como ahora que son unas indiciplinadas. nunca lo olvidremos está vivo en nuestros corazones por siempre ️️.,2,Positive,Su cachetada limpia era la mejor educación que nos dejó Man Bok Park 👏😄. Por eso las jugadoras eran otro nivel no como ahora que son unas indiciplinadas. NUNCA LO OLVIDREMOS ESTÁ VIVO EN NUESTROS CORAZONES POR SIEMPRE ❤️❤️.,su cachetada limpia era la mejor educación que nos dejó man bok park 👏😄  por eso las jugadoras eran otro nivel no como ahora que son unas indiciplinadas  nunca lo olvidremos está vivo en nuestros corazones por siempre ️️ ,39,46,221,221
"🇵🇪👪🇵🇪 no x k  mas atraso ya ps eso lo k busca  el gobierno o k se vallan todo y kien se perjudica más los peruanos y kienes entran al gobierno los ronderos,y los de lima van no y los obreros municipales los botaron los policías pero cuando hay arenga para el presidente los policias se hacen los locos  y ese señor aníbal torres es un comunista de hitler basta ya  x k se va a los pueblos más pobres x su nesesida y acá en lima no tenemos tiempo  x k trabajamos y  para mantener a nuestra  familia ellos tienen  tiempo para eso y con la de kien pierden tanto tiempo gracias 👪🇵🇪   😡😡😡",0,Negative,"🇵🇪👪🇵🇪 No x k  mas atraso ya PS eso lo k busca  el gobierno o k se vallan todo y kien se perjudica más los peruanos y kienes entran al gobierno los ronderos,y los de Lima van no y los obreros municipales los botaron los policías pero cuando hay arenga para el presidente los policias se hacen los locos  y ese señor Aníbal torres es un comunista de Hitler basta ya  x k se va a los pueblos más pobres x su nesesida y acá en lima no tenemos tiempo  x k trabajamos y  para mantener a nuestra  familia ellos tienen  tiempo para eso y con la de kien pierden tanto tiempo gracias 👪🇵🇪    😡😡😡😡😡😡😡😡😡",🇵🇪👪🇵🇪 no x k  mas atraso ya ps eso lo k busca  el gobierno o k se vallan todo y kien se perjudica más los peruanos y kienes entran al gobierno los ronderos y los de lima van no y los obreros municipales los botaron los policías pero cuando hay arenga para el presidente los policias se hacen los locos  y ese señor aníbal torres es un comunista de hitler basta ya  x k se va a los pueblos más pobres x su nesesida y acá en lima no tenemos tiempo  x k trabajamos y  para mantener a nuestra  familia ellos tienen  tiempo para eso y con la de kien pierden tanto tiempo gracias 👪🇵🇪   😡😡😡,115,137,583,583
así es beto!! no podemos arrugar hoy mas que nunca tenemos que estar unidos en esta lucha !! por nuestra libertad !! viva el peru!! no al comunismo!! 🤬,0,Negative,Así es Beto!! No podemos arrugar hoy mas que nunca tenemos que estar unidos en esta lucha !! Por nuestra libertad !! VIVA EL PERU!! NO AL COMUNISMO!! 🤬,así es beto   no podemos arrugar hoy mas que nunca tenemos que estar unidos en esta lucha    por nuestra libertad    viva el peru   no al comunismo   🤬,29,33,151,151
que malos el cacho se pasó y el otro viejo atorrante 😡😡😡,0,Negative,Que malos el cacho se pasó y el otro viejo atorrante 😡😡😡,que malos el cacho se pasó y el otro viejo atorrante 😡😡😡,12,13,56,56
que decerebrede y enferme mentel la munda mayre cuete...ya no le den pantalla 💩🤮,0,Negative,Que decerebrede y enferme mentel la munda mayre cuete....ya no le den pantalla 💩🤮,que decerebrede y enferme mentel la munda mayre cuete   ya no le den pantalla 💩🤮,14,22,80,80
fuera de eso porque tiene que poner sus sillas en la calle y creerse dueños del mismo 🤷‍️ donde está la municipalidad de san isidro eso es factible a los demás negocio por todo los fiscalizan pero ellos se adueñan de las. vereda y no pasa nada,1,Neutral,Fuera de eso porque tiene que poner sus sillas en la calle y creerse dueños del mismo 🤷‍♂️ donde está la municipalidad de san isidro eso es factible a los demás negocio por todo los fiscalizan pero ellos se adueñan de las. Vereda y no pasa nada,fuera de eso porque tiene que poner sus sillas en la calle y creerse dueños del mismo 🤷‍️ donde está la municipalidad de san isidro eso es factible a los demás negocio por todo los fiscalizan pero ellos se adueñan de las  vereda y no pasa nada,47,54,243,243
faltó tacna y emancipación los turrones hay una gran variedad las limeñitas son muy suaves y riquísimos 😍😍,2,Positive,Faltó Tacna y Emancipación los turrones hay una gran variedad Las limeñitas son muy suaves y riquísimos 😍😍,faltó tacna y emancipación los turrones hay una gran variedad las limeñitas son muy suaves y riquísimos 😍😍,18,29,106,106
"en bicicleta manolo una specialized, o trek subes como si nada🤙🤙🤙",2,Positive,"En bicicleta Manolo una Specialized, o Trek subes como si nada🤙🤙🤙🤙🤙",en bicicleta manolo una specialized  o trek subes como si nada🤙🤙🤙,11,14,65,65
"bueno está bien que a muchos no les guste compartir las pistas con los ciclistas,pero ya querer exterminarlos con esa trampa marca acme jaja es el colmo.😹",0,Negative,"Bueno está bien que a muchos no les guste compartir las pistas con los ciclistas,pero ya querer exterminarlos con esa trampa marca ACME jajajaja es el colmo.😹",bueno está bien que a muchos no les guste compartir las pistas con los ciclistas pero ya querer exterminarlos con esa trampa marca acme jaja es el colmo 😹,27,33,154,154
"y los ignorantes dale con el burro a trigo... hildebrandt uno de los mejores periodistas del perú ❤️️ periodista con moral y valores 👍 excluido de la tv x la mafia naranja, q van a decir ahora q ea ayayero de la keka 🤦🤦🤦  🤣🤣🤣 es el colmo con los seguidores del cantinflas y golun 🤦🤦🤦",0,Negative,"Y LOS IGNORANTES DALE CON EL BURRO A TRIGO... HILDEBRANDT UNO DE LOS MEJORES PERIODISTAS DEL PERÚ ♥️ PERIODISTA CON MORAL Y VALORES 👍 EXCLUIDO DE LA TV X LA MAFIA NARANJA, Q VAN A DECIR AHORA Q EA AYAYERO DE LA KEKA 🤦🤦🤦  🤣🤣🤣🤣🤣🤣 ES EL COLMO CON LOS SEGUIDORES DEL CANTINFLAS Y GOLUN 🤦🤦🤦",y los ignorantes dale con el burro a trigo    hildebrandt uno de los mejores periodistas del perú ️️ periodista con moral y valores 👍 excluido de la tv x la mafia naranja  q van a decir ahora q ea ayayero de la keka 🤦🤦🤦  🤣🤣🤣 es el colmo con los seguidores del cantinflas y golun 🤦🤦🤦,56,72,283,283
