text,label,label_name
TIO ERICK AHORA EL QUINO LA TIENE LA U....YA VAN 7 AÑOS 🤣🤣🤣🤣🤣🤣🤣,1,neutral
"Uff, les falta probar mil delicias, el restaurante Belga que tiene un ceviche de cerveza inolvidable, un restaurante de frejoles y huevera (solo se cómo llegar no recuerdo el nombre) y para el momento dulce, su ponchecito de malta, se de una amiga que ha viajado por el mundo que jamás a vuelto a probar ni encontrar algo siquiera parecido. Estoy olvidando escribir mil lugares, como el mejor puesto de choclo con queso, entre otros, pero es que el Centro de Lima es el lugar con más variedad después del Centro de Cuzco, saludos 🤗",1,neutral
Jajaja jajaja 😂😂 porque eres tan flaco si comes mucho,2,positive
Jajajajajajajaja 😅 así lloraste cuando te ponieron los cachos robotin😂😂🤣🤣🤣,0,negative
bello.... me lo prestas para mí matrimonio porfavooooo😘😘😘,2,positive
Que maravillosa recuerdo cuando eras muy joben  en estadio de nacional estuviste entrenando por la selección peruana con secilia tan una fenomenal pecadora y una dura tbien maravillosa era una selección de jugadoras de otro nibel de juego y entrenador también era fenómeno  coreano o japonés y yo eran jugador maravillo de la segunda división pero era fenómeno y disfrute en otras ligas de mayor alcance futbolisticos pero sobre todo el voley era mi jobiy me atreví a saber como un técnico tales así una de mis integrantes  llego a jugar por el club de mis  amores donde jugo Gabi  Perez del Solar  en club gonzales prada si bien es ese clud  lo desearia tenerlo su camiseta y buelbo después de muchos años fuera de país Perú 🇵🇪  y estoy en casa de la gloria grande 14800de  un umilde  personaje que ciempre lo llevo dentro de mi corazón ♥Natalia una las grandes jugadiaras de vóleibol  peruana y te deseo muchos éxitos en su carrera profesional y instructora de muchas leyendas del vóleibol Peruano y del mundo entero felicidades Natalia Málaga mi fiel erue del Perú 🇵🇪 felicidades 🎊,2,positive
"La verdad yo disfrute mucho de las 3 primeras películas de Asu Mare; pero primera vez en mi vida que pongo una comedia y a los 20 min decido apagar la tele por ver algo sin sentido, con una comedia recontra gastada y nada divertida. Eso me paso con la última película. Mejor que cierre ese tema y se de su revancha… pero que porfavor no haga mas de lo mismo. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",0,negative
Hay colorado!!! yo puedo comer de todo en el aerporpuerto si es contigo 😍😍😍😍😍😍😘,2,positive
Vengan ahorita,1,neutral
Que están Festejando asu si jugaron de local en su Muladal y con un hombre más casi 30 minutos y Festejan ahora Jugarán de Visita Cuánto Creen Que le Harán en el Extranjero 👻💩👻💩👻🧻🚽🧻🚽🧻🚽🪠🪠🪠🧻🧻🚽🪠🚽🪠💪💪💪💪💪💪💪💪,2,positive
"Sigue lamiendo su poto de Keiko, cuando pierda te quiero ver como escapas. 🤣",0,negative
"una buena picanteria tiene canchita serrana para matar el rato como ustedes, su chicha de jora en poto, su batán para una buena comida obvio y su rocoto picante....como dijo el tio melcocha ese aji pica cuando entra y cuando sale 😈😈 asi que suave colorado 😛😜",2,positive
Al final ambos partidos son manipuladores no ? La diferencia...asi les queme o les pique es que uno sabe fingir mejor que el otro 🙃 #nuestratristeactualidad ,0,negative
"Jajajaja que talentosa es esa nena, me quedo con la dieta del huevo 🤣🤣🤣🦗",2,positive
A mí también me sigue poniendo de buenas la canción En el 2000 😁,2,positive
Recién llego a novelas 😀,2,positive
"DEJEN ESTÁS BABOSADAS INSTRUYAN SÉ, ES POR ÉSA RAZÓN QUE ÉL PERÚ ESTÁ COMO ESTÁ LLENO DE 🐀 🐀 🐀 FUJIMORISTAS Y PRENSA MERMELERA 💩💩💩💩💩💩💩",0,negative
Que RIDICULO  La Ortiz  se unió  con las demás. Damas  ahí que buen. ganas$$$$ YÁ. nadie es ingenuo 🤡,0,negative
"Ese Castor pa hablar huevadas es número uno, de ahí está pidiendo disculpas como huevón cuando lo denuncian 😁",0,negative
Guisella SC  Lucy Vilchez Silva  Jannelle Ruiz  Judith Reyes Loayza  Carolina Caro  Vicky Justiniani Franco  Rosa Amparo Castro Valdiviezo  ya las veo mañana así 🤣🤣🤣🤭🤭,1,neutral
Pica? Come cancha pues 🤣🤣,2,positive
Hola Manolo estoy que veo todos tus viajes que has realizado a la selva y la foto que me gustó es cuando agarraste es pescado enorme llamado Paco 😃,2,positive
Q churro eres papacito rico 😍😍😍😍😘😘😘😁😂😂😂,2,positive
Bella Peñaloza Asparrin 😅 💕,1,neutral
Escuche q hablaste de River sobre los penales mal cobrados q le regalan jaajjaajja pero cuando le regalan a tus gallinas peruanas te haces el loco?? Ya pues 👎👎,0,negative
La noticia desconcertó a las cholas,1,neutral
En Perú sería faite🙂,1,neutral
Me late que está chica esta mal de la cabeza....de donde saca tanta estupidez 💆‍♀️Denle una cachetada para que recapacite esta estupida,0,negative
Muy cierto Beto Ortiz 🌟🇵🇪 Bacán tu programa 🇵🇪🇵🇪🇵🇪✨,2,positive
Ojalá venga un huaico y los entierre por cojudos,0,negative
Hola Luciano un gusto saludarte aca en 🇨🇱 igual lo podemos comer como lo has preparado pero igual se prepara mas agua con chancaca y Maicena para echar adentro los picarones que se remojen unos minutos y luego comer todo junto esquisito. Un saludo grande desde'Chile'🇨🇱,1,neutral
Ése viejo está sano o está.... 😂🔥🔥🔥,0,negative
los brownies son buenazos ahi!!👍👍,2,positive
"Que riko, yo comia chaufa, tallarines verde con pollo frito 😋😋 a solo 2.50",2,positive
"Ese #Rodolfo... ""Solo comía arroz con huevo frito"" 😂",1,neutral
Si desatunen en Huánuco! Si no les da soroche😁😂,1,neutral
Elias Ramirez Velazquez Fernando J Gonzalez Ledon Adebel Martinez Hugo Villa Diaz OswEdw Garate Jose Domingo Urbina Calderón veanlo completo! Mi ciudad y mi comida la más rica del Perú 🥰♥️🤣 probaran un poquito el viernes,2,positive
"Lo tomo prestado del muro de mi buen amigo Ricardo Hinojosa y creo que tiene mucha razón! Vale la pena leerlo!   Cada quien puede decidir su voto por quien mejor le parezca, pero a mi no me pidan que traicione todo aquello en lo que he creído siempre y creo hoy, solo por el voto para favorecer a una política y una organización profundamente despreciable, en pro de ""el modelo"". Los políticos pasan, pero yo me miro al espejo todos los días y quiero seguir haciéndolo con respeto. No cuenten conmigo jamás para llevar al poder a un Fujimori.  Y a Castillo ya lo he criticado directamente en mi cuenta de Twitter desde la primera vuelta.  Dicho esto, creo que Castillo -a quien es imposible, desde nuestro ombliguismo limeño, no temerle al menos un poquito- es mucho menos riesgoso por una simple razón: si se achora feo, lo vaca el Congreso al toque, pq solo tiene 27 parlamentarios. Si se achora con ellos, lo sacan los militares en una, porque el Perú siempre ha resuelto de esas maneras bruscas sus entripados, lamentable y tristemente. Pero a Keiko Fujimori no la saca nadie así se achore. Cuando la cague 1, 2, 3 10, 50 veces, siempre saldrá Martha Chávez a defenderla y estará protegida por su bancada, más la de De Soto y la de López Aliaga. Serán como una sola. Y nadie podría vacarla. Y los mandos militares no moverán un dedo mientras mantengan sus privilegios. Si antes los aceitó el padre, fácil los aceitará la hija.   ¿Temen por la democracia? Ya saben cuál es el mayor temor. Y destruir la democracia es destruir la economía, para quienes solo se preocupan por eso.   Gracias 💪  🇵🇪   Por la propia naturaleza de su carrera, los mandos militares jamás apoyarían a un gobierno de facto de izquierda. Eso es imposible en este país. Castillo no podría sostenerse mucho tiempo. En cambio, a un gobierno de derecha difícilmente se le hace un golpe. Keiko cambiaría todo y se quedaría, mínimo, 10 años, con la complicidad de los poderosos, mientras que a Castillo lo bajarían del poder al toque. Es imposible que tenga tiempo para convertirnos en Cuba, Venezuela o Corea del Norte, como deliran algunos, si lo más probable es que no acabe ni el año si se pone realmente muy radical. Mira cómo ha jodido el Congreso a Sagasti. ¿Cómo crees que serán con él, cuando más de 80 serán oposición? ¿Crees que Keiko gobernaría solo 5 años, cuando se ha pasado al menos 15 queriendo ser presidenta? ¿Sabes todos los favores que tiene que devolverle a la cúpula más corrupta del empresariado nacional?  No hay que caer tan redonditos en la trampa que ella misma ha elaborado con tanta meticulosidad: parecer ""el mal menor"" frente a un Castillo que es mucho más aterrizable.    Tenemos años de experiencia para comprobar que Keiko es una bestia vengativa y prepotente. Reivindica, además, la dictadura de su padre. Todo lo que temen que haga Castillo, Fujimori ya lo hizo y su hija lo sigue aplaudiendo por ello. ¿En serio crees que después de perseguir la presidencia sin ningún escrúpulo, el Perú se va a poder zafar de ella a los 5 años? ¿Tan ingenuos son? Tendrá TODO el apoyo, además: TV, empresarios, militares. No la mueven más de Palacio. A Castillo no lo apoya nadie de ese peso. Lo sacan al toque.",2,positive
Pablo cuando vuelves a combate😉😉😉😉,1,neutral
Excelente caldo solo un detalle Gerardo la yuquita ni se remoja 😅😅😅,2,positive
"Tanto bad bunny y la morra estuvieron super mal dejen de creer que por ser ""famoso"" tienes que ser perfecto y no tener vida privada, además a cualquiera le molestaría q venga alguien y te ponga un celular en la cara, todos en la vida hemos hecho una tontera similar o peor no creo que nadien en este mundo sea una blanca paloma 🙄",0,negative
Ya esta cagado pedro castillo solo le falta unos pasos para llegar a prisión el ytoda su familia 👪 de ladrones qtiene este burro cínico mentiroso y sinvergüenza,0,negative
Jose Montoya  el habla como señorita laura🤣🤣🤣 me kga su voz🤣🤣🤣🤣,0,negative
Amit Rosa jajajajaja Te puedo mandar un misio? 🤭🤭,2,positive
Todos son feos a la firme 🤣🤣,0,negative
Jazmín M Sullon así de sano soy  ❤️🤣,1,neutral
"Será tu culpa, Zavalita, pobre papá, pobre viejo",1,neutral
¿Cómo te vas a morir pes huevón?,0,negative
Bien cabeza de guaipe 😂 tu si eres un reviente 😁✌,0,negative
Desayunito en El Rincon de Vallejo buenazo te acuerdas Mabel Coila 😊😊😊😊😊,2,positive
Estephany Orduña  ya tenemos las fijas cholay ❤️,2,positive
"Apúrate, gordo rosquete",0,negative
Triste maldito gobierno tanto con el anterior como el de ahora ya sabiendo que todos paises la llegada de la segunda ola y no aprendieron nada para implementar camas uci camas hospitalarias y plantas de oxigeno y la atencion primaria dejaron todo igual malditos genocidad hp disculpen el vocavulario pero los que perdimos seres queridos por la ineptitud de estos malditos genocidad 👊👊👊👊🤬🤬🤬🤬🤬🤬🤬 Dios me de fuerzas para poder verlos pagar su negligencia con la vida de tantos peruanos 🤬🤬🤬🤬👊👊👊👊,0,negative
te saludo de cercado de Lima  Chino risas tu eres el mejor de todos cuidate mucho yo siempre te veo en YouTube muchos éxitos con tus especiales 🙌😊😎👊✌️👊👍👃,2,positive
Pensé que solo el mio era huevon  Jajajaja 🤣,0,negative
Genocida plaga kkk ya quisiera yaaa está su lugar de mi presidente Castillo.  Gracias a Dios 🙏 🙌 nuncaaaa estáraaa en palacio🤣🤣🤣🤣,0,negative
😄 jajaja pobre cabeza hueca. La mejor etapa. Nunca piensa en sus hijos. Privando de su padre. Linda por dónde. Mujer de jebe,0,negative
Este queria enseñarlo su huaco erotico 🤣,0,negative
"Lo último me dejo en duda.  Segun escuche, en primaria y secundaria los japoneses hacían su examen físico, para asi después no tengan dificultades en lo duro del trabajo y las horas extras que hacían.  Para mi era como una base de información para averiguar si estaban listos para la dura realidad 🤔",1,neutral
Los peques q van a saber si quieren ser del otro equipo...ellos están mas enfocados en jugar con sus pares y juguetes...son los grandes los q se hacen tanto lios 😡😡😡 tu si eres d otro mundo...la verdad no se ni como te llamas...creo q pq dicen q tu novela (por cierto no se el nombre de tu novela ni en q canal lo transmiten) tiene mucho rating tienes pantalla de lo contrario nadie replicaria tus post 😡,0,negative
Concluyó la danza con una fuga de ritmo vivo,1,neutral
tons esperare videito......pense que no tenias ritmo pero si lo tienes.....sopa de caracol eeeee!!!!! 😛😛,1,neutral
Es a mermelera cómo tiembla x que su general del aire va a perder su cargo🤪🤪🆗😅🤣🤣😃😝,0,negative
Diana A. Garcia amorr cebicheeeee 🤤🤤🤤🤤🤤,2,positive
"A estos retos.. tenemos que enfrentar ..cómo se dice Aique tener ...disculpen la expresión ..pero Aique tener las pelotas bien puestas para ejecutar un penal ....no todo lo metes en algún momento lo fallas ...y esto es parte del fútbol ..,hasta los mejores jugadores del mundo fallan ...así es este deporte ...a lo que mi causita Cueva ..sigue con la trauma del penal fallado en el mundial ....ojalá el nerito levante cabeza ....igual todos los jugadores .....y la inchada ni hablar ....👍👍👍👍⚽⚽⚽⚽⚽",2,positive
"Isaac, está loco xd😂😂😂 Cuando te saqué sangre lo voy a intentar xd",1,neutral
"Por ejemplo ahora las chibolas y las mujeres abusan de la ley esta de sobre nombre ni una menos, los hombres las miran y es acoso, las silvan acoso lloran finjidazas y el hombre tiene la culpa, acusan falsamente y la justicia las cree, las chibolas de 12 13 14 15 se ponen q tienen mayoría de edad y hacen caer en error al hombre pues a kien creen q les creen a las mujeres obvio, por más q diga las personas q están ahí por q algo an hecho no es tan cierto ustedes no son dueños de la verdad ni justicieros hay muchos jovencito más q todo de 18 19 años encarcelados por despecho así es aún no lo crean.... Y lo peor es q las personas q acusan falsamente son peores q delincuentes abesados 😡",0,negative
La chancadora? mi barrio 😂,2,positive
"Fidel, Chávez y Maduro 💩💩💩",0,negative
Remontada??? No jodas empataron 🤣,0,negative
Gatchi Flower's  Ana Cecilia Espinoza Durand Ivette Garcia Geraldine Salinas  podríamos ir pero es temporada de lluvia según la meteoróloga 🙄,1,neutral
Que hermoso se te ve con el color negro 😍 Lucina saludos,2,positive
"Siempre pasa hasta a los mejores , Leonard es un monstruo ! 😎",0,negative
"Yo tengo que ganarme ese Canguro si o si , siganme para más  recetas Huaralinas 😅😝❤️ @lahuaralina.pe",2,positive
Rony Espirtu Huaman que haces ahí chato🤣,0,negative
Los mejores Pelados del Perú csmr ! Juntos con Marcianito.. uff 🔥,2,positive
"Mucha razon este sentido le apoyo... la señora misma dice mi casa ed de esters vivo en arenal... y tiene 6 hijos...!!! De diferentes padres , por favor hoy en dia ahi varios metodos antconceptivos...!!! Hasta Condon femenino y no puede comprarse aunque sea eso para evitar el embarazo si le gusta tirar... osea a ella no le duele parir para que tenga tantos... otros diran que mal pobrecita mo debe de decirle asi... sin darse cuenta el daño que le hacen a los niños...!!! No tienen ni para tragar pero si hacen hijos por hacer😒😒😒 que irresponsabilidad de ella... Uno no puede llenarse de hijos para despues estar yendo a los canales a buscar ayuda dando pena 😑  Hoy en dia parece que es malo decirles sus verdades a alguien para que vean la realidad.",1,neutral
Feliz cumpleaños tigre🐯 nuestro mejor técnico de la selección que cumplas muchos años más... Dios te bendiga siempre 🎂🥂🎉🎉🎉😘,2,positive
Y si gano vendrán a chancay 🤗,2,positive
Dani esta llorando profe 😟,0,negative
Christian Sant Melo comiendo chifa en la sala .. el mejor plan jajajaja 😂😍,2,positive
Déjate de huevadas pe Misterio,0,negative
"Ladrón que roba a ladrón, hermano, ya sabes qué",1,neutral
Y pensar que mi compa Jhon Cristian Moreno  hizo polladas todo el año por este personaje 🥑🥑🥑 🤦‍♂️🤦‍♂️🤦‍♂️ y para el colmo no pudo entrar al estadio por qué le estafaron con la pre venta 🥑🥑🥑,0,negative
"A la G4Yina Bazan, le a dolido q gane su papá AL 💙  jajajajajaj Tan Lapoz es q no lo discimula",0,negative
Joaquín no soportó escuchar a su padre roncando,1,neutral
"Si ya sabe que cristobal es inalcanzable, porqué sigue con los Maldini!!!!  Yuli arrastrada.  Mejor que se largue a trabajar a otro lado 😠 boten a yuli cae chinche",0,negative
"Beto , te comportaste como un DICTADOR , la expulsaste del set . Te pidió q te disculparas de tu exabrupto y tu respondiste : VOY HACERLO CUANDO A MI ME DE LA GANA "" osea tu si puedes insultar, difamar y lo reconoces pero TE DISCULPARAS CUANDO A TI TE DE LA GANA eso no es periodismo pues Beto. Te quejas del comunismo pero te comportas como uno de ellos . "" "" Cuando a ti te de la gana ""? No mí amor, tu difamaste, tu te tienes q disculpar . Te dijeron tus verdades......te jodió.......acéptalo la chibola fue más 🤣",0,negative
Martin Lucero ahorita mi Tio los agarra a patadones a todos esos chibolos 🤣🤣,0,negative
Ese espejo esta diseñado para verse de la cintura para abajo😁,2,positive
Que ricos cachetes toby Sobrao sale varias lonjas de jamon 🙊🙊🤭,0,negative
Payasa y sinvergüenza como cancha 🤑,0,negative
Se levantaba y se servía su pisco con ginger-ale,1,neutral
Me enamoré de esta Wacha. 👍🏻,2,positive
Mi favorito Charlie the chameleon ♡,2,positive
"Parece que estos niños recién en la cuarentena están probando alimentos , porque veo que lucas ni conoces las comidas , que aprenda a comer de todo y ya van a ver que va a ser fuerte , después de todo me gustan sus recetas son bien caseras 👍👍👍",2,positive
"Bravo Viaja y prueba por tan espectacular visita a Chimbote, los q poco sabían de ella hoy gracias a Ustedes conocerán sus platos y buenos Lugares!!! 😊😊👌 Sigan dejando huella en cada viaje q hagan y demostrando xq debemos sentirnos Orgullosos de ser Peruanos. Anotado cada huarique 😉😄",2,positive
Pero xq lloras Pedro 🤔🤔si para sacar la vuelta lo gozaste y ahora lloras x favor aprende primero tu guión,0,negative
"Charly HG causa, no eres tú? 😂😂",1,neutral
Ese entrevistador me llega a la punta del pincho porque es una porquería de persona y jijunagranput.. 🤮🤮,0,negative
Puxa k buena vida Luciano k mas se puede pedir si en el mar la vida es más sabrosa y k buenazo los choritos a la chalaca 😋😋,2,positive
"Esa gente provinciana de campo de la chacra es la verdadera representación del #peru , tan llena de originalidad y honestidad y por sobre todo la HUMILDAD que se ha perdido en casi todo el mundo ...!👈",2,positive
Excelente simplemente maravilloso al fin están valorando el talento de Amy que siempre lo tuvo pero que tuvo que pasar por trampas televisivas para ganarle y sacarla de competencia ...está temporada es la ganadora absoluta y todos lo estamos viendo es la mejor...😀❤️😍,2,positive
saludos a Chamorro su amiga vicky donde queda su rest.para ir me avidas ok 👍🙏🏼🙏🏼,2,positive
"Carajo, qué piñas",0,negative
"Luiz Huamán C, Abi Valle Q, Yvan Davalos cuando hacemos los tonos😂😂",1,neutral
Felicitaciones y desde acá en el Outback en Darwin Australia 🇦🇺 te vemos siempre aún que tengo que traducirles a estos gringos mis patas locales,2,positive
Militza Motta Milla y Angel Motta Milla deberíamos regresar y recordar nuestra chiquititud ahora de grandes 😍😍😍,2,positive
Le dio miedo las agujas 😅,0,negative
Que buenazo la merfi😁😁😁😁😁😁🇵🇪❤️👏👏👏✌️😆😆😆cague d risa,2,positive
Este es un payaso inepto 😡 del pueblo dice y les manda amarrar el pasador a los guarda espalda vergüenza ajena 😡😡,0,negative
Todavía les hacen Cherry gratis..que vergüenza. Seguro es amigo de Machín 🤡,0,negative
Gaby Salazar esa labia 😂,2,positive
😊💪🤩desde  chancay🤩🤩🤩 saludos,2,positive
"Bien, Beto. Has mostrado coraje de esas falsas acusaciones de esta roja, que quería dañar tu buen prestigio. Diste muestra de ecuanimidad y nunca perdiste los papeles, por lo que tu invitada tuvo que irse de tu inmaculado set. Sigue informando mentiras y burlándote de la gente. Ah..y rectificate cuando a ti se te la gana, que eso hacen los buenos periodistas 😆",0,negative
Va a mejorar la raza.  🤣🤣 ya va a tener perigri,0,negative
"Cual frente de batalla ? x ahora x q sta en cuarentena  la jente , como tus urracos no pueden ir aser apay alas discos y hoteles , x eso stan yendo aser algo de informacion , para q tengas algo de q hablar en tu programa urraca ,, x q todos sabemos q lo tuyo es el chisme barato ,x  q hsta ases  separar parejas ,, 🤬🤬  eso no llamo programa  ,, fuera algo productivo para el pais talves me sentira lo q les pasa ,, facil era q se keden en casa ,, y los chismosos q se esperen y punto 🤷‍♂️🤷‍♂️😡😡",0,negative
Ye vete e merte Meyre Cuetee! 🚀🚀😒,0,negative
Brando JL 🙄 que cosas no :'v si tu hermana ve esta etiqueta se raya 😂,0,negative
"Ya Naruto y las bestias con cola me habían enseñado esos números 🙄 ,solo le quitaba el (bi) al final..",0,negative
Katherine me la pegaste webona 😂❤,0,negative
Waooo que emoción 😍 😃si no puedo verlo en el concierto lo veo aeropuerto aunque sea de lejitos 🥰 pero te veo Jin 💞 éxito en solitario ✨ seque va ser expectacular Coldplay Chris Martín y tú mi querido Jin 👍💞 Dúo perfecto 👌💞✨✨✨✨💜 lpurple 💜 army forever 💜✨✨,2,positive
Chapo mi micro Manyas. 😂,1,neutral
Falta de chiquitingo la tía 🤣🤣😂,0,negative
Mira amor Nancy Garcia😂,2,positive
"Chino te felicito por todo  tus logros y se sigan más éxitos., pero no le vendas tu alma al diablo osea a la Tv. Queridos x muchos y odiados x montones jorge y ricardoH.H pero hasta ahora no le an vendido su alma al diablo. Te mereces algo más q los canales basura. Éxitos chino 💪",2,positive
Nada que cuarentena terminará la cuarentena terminó en Peru hace rato .... si no te contagias o eres asintomático es porque tienes suerte 🍀 así que apechugar no más a lo que nos toque ,1,neutral
"Bien ahí con el cherry, ahora no hay escusa para hacer un Tacna parte 2 😅😂👍.... El seguro lo cubre todo 😎👍",2,positive
Con tanto que gana no puede comprar unos dientes postizos ese mostrito 😂😂😂,0,negative
Reynoso challenge..copia y pega LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!LARGO REYNOSO!!!!.i. 👀,1,neutral
Nada que reprocharle.El negro tiene mi apoyo.❤,2,positive
Mary que chiva! Y porque rayos me salen estas varas 🤣,0,negative
"Viaje y prueba te invito a CHANCHAMAYO LA MERCED.  RESTAURANT LA CARAVANA ,los ricos anticuchos. Corazon pollo rachi molleja  🍔  selvática.a la CARAVANA Chaufa selvática a pa  CARAVANA Etc.....",1,neutral
Gabi Pérez del Solar !!!te quierooo!!.❤️🙏😇🌈,2,positive
Mucho respeto a Abelardo (la persona detrás del personaje) y a Tongo. 🤙🏻,2,positive
Jajajaja ese chusco de mrd 🤣🤣🤣,0,negative
"Cada loco con su tema 😜... Lo único cierto acá es que núnca tendrás lo que ella tiene, resentido💩",0,negative
Estas metiendo puro floro la cagaste y nos quieres ver la cara de cojudos mejore regresate a tu Japón hay creo que estaras mejor vieja insensible 😡😡😡😡,0,negative
Maisa Campos Díaz Carolina ChoyIngrid Calderón PozoFlavia Camila Florian Conder  🙊 👀 la verdad q esta  veces será diferente jajjaaja ya no más 🙈 Choy la más drástica (mmm bueno amiga son tus gustos jajaja) a veces la emoción te ciega 😂😂😂,1,neutral
"Ese man es el mismo que se viste de Ryu en una convención de otakus y se avienta el Hadouken y el Shoryuken ???? 🤔🤔🤔🤔 Orientenme, pero se los prometo que si es....",2,positive
Cómo dijo serenazgo 😍,2,positive
Me encanta tus programas que ingenioso que eres 😊  ,2,positive
Maldts 😠😠😠😠😡😠😡 ratas con razón están aprobando leyes y proyectos d m 😠😠😠😠😠😠😠😠q no le sirven de nada al pueblo carajooo 😠😠😠😠más andan pensando en venezolanos 😡😡😡😡aprobando leyes q beneficia solo a estos corrupts y parásits 😠😠😠d m,0,negative
Floro monse 😃 ni cuello tienes 😃😃😃😃,0,negative
Te odio Luciano mi debilidad es la torta de chocolate y estoy alejada de la tentación. Hubieras probado quesillo con miel de chancaca 😋,1,neutral
Re bueno 👌 me encanta! Quiero a Lenin como guía en mi próximo viaje a Perú 😄 Me quedé con ganas de saber quién fue Micaela Bastidas 🤔 Ya busqué 😉💪,2,positive
Pedro Canteño Vara amorrrr me acorde de ti 🤣,2,positive
Ella es la rata mayor de la fiscalía 😂😂😂,0,negative
Es capaz de postular y ganarle a la china 😌,2,positive
Milagro!!! Se curó de la lumbalgia. Solo que se curó momentos antes de que cometa abuso de autoridad y se haga amarrar sus zapatos. Alias el Prosor es más falso que cachetada de payaso 🤣🤣🤣 (Seguro que los trolls y los que sueñan en no trabajar y recibir su bono de miseria van a defenderlo),0,negative
Se lo merece pe' debió colaborar...😂🇵🇪✨,0,negative
Está laq habla es asco fujirratasssss 💩💩💩💩💩💩🐭🐭🐭🐭🐭🐭🐭,0,negative
"CÁLLATE TOMBO CORRUPTO DE MIERDA,,, ASI COMO HABLAS ASÍ ROBAS,,,,PORQUE MANDAN A PEDIR DINERO DE LOS CONDUCTORES CUANDO HACEN OPERATIVO S HAA TU ERES TERRORISTA Y HAMBREADOR PORQUE GANANDO UN SUELDO LES ROBAN A LOS CHÓFERES O CONDUCTORES,,, Y QUIÉN CHUCHA TE RECLAMA A TI TREMENDO MAFIOSO,,, BAJA DE PESO PRIMERO PERRO FEL ESTADO,,,, QUIERAS O NO CASTILLO ES TU JEFE 🤣🤣🤣🤣🤣🤣",0,negative
"Me hiciste antojar cuando vi tu video y fui al día siguiente, pero desde mi humilde opinión NO PASA NADA CON ESE CALDO, todo es puro marketing y no volvería a meterme tremendo viaje para pagar S/30.00 por una comida así tan, pero tan monse. Sorry si soy tan sincero pero es mi punto de vista, saludos brother💪",0,negative
Lo dejaron cachete a Garrita 🤭,0,negative
"Bien dicho Beto las Verdades como son ,concuerdo con tu opinion  y  es triste pero es la pura verdad.Un gran Analisis Politico de lo que se vive en nuestro Perù querido.En pocas palabras nos dice Betooo lean carajo eduquense para no ser los mismos gilazos de siempre y el Estado y sus Titeres Gobernantes no se salgan con la suya en cada uno de nosotros esta el cambio de esta Sociedad.Excelente Beto👏👏👏👏👏",2,positive
Jessuly Mattos Cañoli  Henry Marin Diaz por ustedes subiré estados 😂😂,1,neutral
Ya paso halloween 🎃 sra ya aburres. Queremos novelas series dibujos no faranduleros,0,negative
Pero con el huevo bien frito 😁😁,1,neutral
"Sofia Rubina JAJAJAJA sin comentarios pijama, frío, tarde-temprano jajajaja 😂😂",1,neutral
Por las huevas fue 😥,0,negative
Los serenazgo no son más que personas frustradas que no hicieron nunca nada con sus vidas y se creen policías 👎,0,negative
Marketing de barrio.. Anda pe batería... 😝,2,positive
Aplastado como cucaracha 😅,0,negative
"Por protestar en contra de Repsol ,empresa que contaminó nuestro litoral peruano , matando flora y fauna, dejando sin trabajo a muchos pescadores...es ser de Izquierda?  Entonces soy de izquierda y a mucha honra!!  Debes de ser un ser despreciable, miserable y lleno de odio y frustrado para seguir dividiendo este país con tu nauseabundo edor!! Y  los pedófilos y pederastas de que bando son de Derecha como tú, con polos naranjas y celestes?🤮🤮🤮",0,negative
Mi amada Piura! Y te falto ir al Caracol Azul un sitio espectacular donde se come buenazo tbm ❤️,2,positive
Esa lonchera de Looney tunes 🤗🤗🥲 Mostro!!!,2,positive
Estos actores son más malos q el Cuto Guadalupe cuando jugaba al futbol🤣,0,negative
Que rico chape 🫣🫣🫣🫣🤫👈,2,positive
"Amigas felicidades , ustedes merecen eso y mucho más , por que son chicas emprendedoras y luchadoras y siempre nos divierten con sus aventuras y viajes y no podían faltar los tapers con las mejotes degustaciones de los lugares caleta y también lujosos . Se les quiere mucho 💕 felicidades 🍾 ",2,positive
"Es UD de lo peor conchudo para escribir, sinvergüenza, la verdad me da asco😡",0,negative
Que chuchasumare dijo 🤔,0,negative
LA BETITO COMO SE CAGA 💩💩DEL MIEDO 🥶🥶 QUE CASTILLO LLEGUE A LA PRESIDENCIA SABE QUE LO VA A COLGAR POR CHUPA MEDIAS Y SOBON DE LA VAGA VAYA ALISTANDO MALETAS PARA QUE TE ARRANQUES TU Y MUCHAS RATAS DEL FUJIMORISMO Y TANTOS PERIODISTAS MERMELEROS DE MI....,0,negative
Areli Eugenia Salinas Morales Katlin Katherine Candia Ambor Bhalery Cuiro Dayanna Saldivar Yabar Karla Vanessa Pacheco Yarin 😂 chéveres esos días,2,positive
"Ooowww recuerdo  y saboreo mentalmente  ésas  papas q hacia mi madre con cebolla china, q delicia acompañado de su ensalada de lechuga y porsupuesto su aji amarillo con cebollita china....buenazoo😀",2,positive
Melvin Eddy Rucana Garcilazo 🤔🤔,1,neutral
