text,label
Que bkn la entrevista ..una chela para el Gabriel🤘,2
Quien te escribió ese discurso barato se ganó su caja de chela si o no borrachín 🖕🖕,0
Tomate un par de chelas más cueva salud 🥂,2
Santos Jacinto Correa hsjajaja cuando te falta para la chelaaaa 🍻 jajaja,2
🤣🤣🤣🤣 peor q el chavo..!! 🤣🤣,0
Jajajaj q estúpidos ya sivia q era el cuello del chavo 🙄🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,0
Vamos a mexico Flopy Cayo a conocer a unos chavos😉,2
Guido Richard Sabino paga con sensei chavo 🤣🤣,2
Pobre chato está triste que lo arregle 😞,0
Ese tatuaje del chato es de verdad o es de los q salen en los chisitos 😂🤣,0
Correeeee Chavo...🤣🤣🤣🤣,2
Quisiera ver el chavo del ocho 🤣.,2
A mí me encantó ☺️ se te vio regia cómoda Divine,2
Estás regia Maria Pía. Oídos sordos. Somos libres. 👏🌻,2
Jajjaja me encanta ver rubí  Pero esta respuesta fue única jajaja siempre tomando con humor x eso se mantiene regia... Bendiciones Pia 🥰,2
"🤣🤣🤣 buena Pía 🌷 gracias eres espectacular y divina así que sigue de regia, bendiciones 🙏",2
"Lo máximo pía linda ,siempre tan regia 🤗",2
"De estos detalles no me sorprende si vienen de un gran personaje llamado ""Gastón Acurio "", gracias por preocuparte de la gente más vulnerable y de estos jóvenes emprendedores de Pachacutec, eres un ángel nacido en Perú y por todo lo que haces lo haces muy bien. Gracias por ser como eres, te pasaste.  Bendiciones 😍",2
No será una de familia  de abuela de Shirley. Pachas.😂😂😂,0
No sé vió el chape x2 🤣,2
Cristian Rivero no te la esperaban tremendo  chape 😄😂😂😋,2
"Tmr! 😳 menos mal no reaccionó a lo Will Smith, el siguiente chape será a Jesús x burlon 😂😂😂😂😂😂",0
😋  el arroz con pato  👌🏻,2
"Hola , tienes unos lindos hojitos de arroz 💓",2
Mucha Finjidasa... como le decia reina pacha 😅🙊🤣🤣🤣,2
La reina pachas siempre ella....🤣🤣🤣🤣,2
Karina Cardenas Silva Manuel Silva Segundo Mauricio Taboada Yarleque carmen Carmencita Pachas Jasmin Silva Pachas vamossss 😍😍😍,2
Que vuelva reinaaa pachas 😁,2
"Aldebaran de tauro Kike Sanchez muy buena tu resumen de la película Tinta Roja, 🤣🤣🤣 con actuaciones de madane, la reina pachas y don gil 😝🤣🤣",2
"Salió para Aser farándula ese chato, solo quiere llamar la atención 😂 q trabaje bago , aragán",0
Cual ha sido su experiencia más anecdótica con sus chatos! .... porque con los enanos nos pasa cada cosa! Jajajaj 🙈,2
POR ESO AL CHATO ACUÑA LE DICEN ALPACA  PORQUE SOLO LO QUIEREN POR SU LANA 🤣🤣🤣🤣🤣🤣🤣,0
Ya se quito el sombrero el chato ......sus asesores son asnos 🤣🤣🤣🤣... recién se dió cuenta... Te demoraste castillista.,0
buena chato😂😂😂 arriba Perú...,2
"Me hiciste el día, al otaku lo destruiste en segundos... 🤣🤣",2
Y tmb en parte por el 🔪 de una niña pequeña que fue asé..zzzhhii.na...dha por un Otaku fanatiko de los mangas Ghore el tipo tenia 600 o 6K creo en su habitación y a la pequeña pues imaginen todo lo que le hizo,0
Janet Luna  😂 para que te vuelvas Otaku,2
Esto es el rincón del otaku 😂 matte sempai,1
Un Atangana para los Otakus 🤣,2
Oo xd.. soy Otaku de muchas cosas hay no ... Nooo.. la verdad ya lo sabía.. pero igualmente te lo agradezco x refrescar la memoria.. no cerebro.. 🕴️😃👍👌,1
Ahuevo ahora le podré gustar a mi amiga Otaku 😎👍,2
Marcos Arcos si quieres ser un asiatico Otaku de verdad te hace falta saber esto 😎,2
Que video más chido aparte de que sale la Japeruana también sale dinamite de BT'S 100%Armi uwu pero también Otaku 👉👈k-poper y d oramaniaca,2
Los Otakus al oírla😹: Oh!! Me vengo!!!!!😂,2
Ceviche vs asado 😂😂😂😂😂 🇵🇪♥️🇦🇷⚽🍷🍾 Que gane los dos 🤗😍,2
Alvaro Guerrero el lugar donde te encantó el chanchito asado 😋,2
Genial! Me encanto! Que belleza de pato asado! En el minuto 4:10 literalmente se me hizo agua la boca! 😋,2
Y el bolso 👜 me queda chico,1
Canta hermoso como Paulo Londra 😍 ❤  tiene gran futuro el chico mis bendiciones para el y su madre ❤🌹,2
Que sigan los éxitos chicos 👏👏..linda pareja! 🤗,2
Q se quede allí en la morgue  nomas  🤣🤣,0
Caballero nomas desayuna raspadilla 😂😂😂,2
"Mario, era joda nomas 😑",1
Nicole Feijoo 🤣 ya pa que cagala nomas,0
"Digo no es como que ocupe el 🐰 copiar o plagiar, vaya, hay videos en los  que solo sale el corazón del último disco así nomas con fondo de color sin moverse siquiera y tiene millones de vistas da lo mismo si sale una vaca volando o hace una recreación de otro video igual tendrá miles de vistas👌🏽",1
Ay no . Ya tocaron tmbn al hijo. Ahora nomas falta q se metan con la pequeñita. 🙄🤢🤮,0
"Lo máximo Pía... Regia, única, no hagas caso de los rajes... Pura envidia 😍 Dios te bendiga siempre y sigue así, regia.",2
Allisson Palacios Moran a nosotras no nos pasabas xq ambas nunca veíamos regla por nuestra irregularidad 😂,2
Jajajajaja REGIA Y DIVINA 😂me hiciste el día María pía sigue así 😁😁😁😁😁,2
Gonzalo parece que eatuviera con su chela Heineken 🍻,1
Por seguir las reglas... Interesante 😉,2
Anda nomás rosca... 🤸,0
TREMENDA ROSCA RESULTO 😂😂😂,2
María pía much Roche con lo que hiciste 🤠,2
"Osquitar muchos éxitos, cuanto sufrimos😂 pero  hicieron todo los chicos, no se que le dan de comer a esos brasileros. Me gustaría que entrarás al equipo de fútbol total con Kanashiro a representar a Peru, que sigas siendo tan lindo.",2
"Yaquelin Olivero Mozo jajaja tieza pero sin Roche alguno, si se puede 🤣🤣",2
Jajajajajajaja Elisa Aparicio  nosotras en Egipto 🇪🇬 jajajaj nadie nos gana en roches! ,2
"El dijo algo muy importante !! Dijo cuando llegas a casa ajena no puedes poner reglas y es verdad . Tienen que aprender a respetar y no inponer tu costumbres a un pais ajeno. Si tanto quieren vivir como en su pais que hacen es otros paises entonces verdad,no tiene sentido. Lo mejor seria integrarse y aprender a respetar las costumbres y a trabajar honestamente. 😉",2
"Yo creo que más importante es respetar las reglas sanitarias porque de esta forma quienes se cuidan de esta pandemia, sean turistas extranjeros o nacionales, sentirán más seguridad al viajar y llegar a un lugar seguro. Y no está demás iniciar con esas vacaciones aplazadas, quienes puedan claro está, y de esta manera contribuir a la economía local 🤗. Cusco es bellísimo vayan y no se arrepentirán",2
Jajajajajaa felicidades! '! Sigan así.. Con mi familia nos gusta viajar asi siemore.. Por nuestra cuenta. Cero tours y esas cosas q siempre tienen sus reglas jajajjaa  Seguiré pendiente de sus próximos destinos!  Tamb espero la reseña de su viaje a México 🎉🌸,2
No que ningún artista no iba. Acabar en el mundial porque dicho país rompió los derechos humanos por completo fuera de las reglas que se acaban de emplear ahora 🤷🏽,0
Lo bueno es que lo intenta sin Roche 😍 Bello Salva 😘,2
Pero no en la cara pues la gente media gafa para hacer eso o al piso para q lo vea malogran su presentación. :S y ella tiene q aguantar 😣 el roche a nadie le gustaría creo. Pero tuvo paciencia,0
Luis Bermudez así es la regla!! 😂😂😩😢,2
QUE CHICA TAN COMPLICADA RIDICULA 🤔ASI LOS HACEN MAS PUBLICIDAD Y ELLA BOTANDOSE Y SI EL DUEÑO PUSO ESA REGLA BIEN EL NO ESTA PIEDE MANEJARLO 🤷‍♀️,0
Jajajajaja ahí esta pues por retar.... 🤣🤣🤣🤣,0
"FELIZ NAVIDAD, misas todas las bendiciones desde nuestro hermoso Perú 🇵🇪🇵🇪🇵🇪, sigan haciendo lo qué les encanta y éxito en todo lo que se propongan. Psdt:Taper y Micro 🤙🤙",2
Taper y Micro....las amo...😍,2
"No puedo creer que hayan llegado tan lejos, estoy muy orgullosa por ustedes, espero les siga yendo bien porque se lo merecen ✨ muchos éxitos y ¡Taper y microoo! ",2
Felicitaciones!!! Son unas capas y sus tips viajeros son geniales. Muchos años más de taper y microoooo. Éxitos totales para ustedes y para Misias pero viajeras 🔝👍🏽,2
El avión se convierto en un micro 🇵🇪 xd,0
Taper y microo.....😅,1
Igual que tu cantas con microfono de carne 🦋🐏,0
Taper y micro!!!  De lujo!!!😍,2
Que sean muchos años más viajando🎊🎉🍾✈️🛩️🛫⛴️🚤🚞🚎🚃 taper y microooo 🤙🏻🤙🏻,2
Yo quiero esa mochilitaaa ya tengo la de taper y micro me falta la del mapa mundi 🙃,2
Me gustaría escuchar la narración histórica de la batalla y del museo del Campo del Alto de la Alianza aki en Tacna .....sería bacán ✌️,2
"Jijijijijijijijiji 🤡 CHISTOSO, tu no HERES periodista, gracias a ti y otros como tú, el periodismo en el PERÚ es un nuevo modo de prostituir conciencias, y conseguir dinero de la manera más, humillante que se pueda ver, LA VERDAD ES LA VERDAD Y TU NO LA TIENES EN TU VIDA DIARIA, PONTE A VENDER CHAMFAINITA,CARAMELOS EN LOS MICROS Y GÁNATE EL DINERO DECENTEMENTE.",0
"Que bacán, algún día 🙄",2
Que bacán el video!!! Una camara asi me tengo k comprar... envedia sana Luciano x los viajes y las comidas que te deleitas de cada lugar...👍,2
x finnnn te vuelvo a ver!!! q bacán te extrañamos 😅,2
Que bacán!!! Me encantan 🤗,2
"Es paródia, a tí que michi?  Luisito fiu fiu fiu😆😆😆😆",0
Espectacular ..dejo con la boca abierta a todos ..ella es artista no la distinguida dama de la Michi  ..!!!😃😃😃,2
Michi Nathaly Michilot 😂😂,2
Jajajajaja aunque sea bamba igual se conforma 😆,0
MAS BAMBA KEIKO NO GANA😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0
"Chino publica el video antes, durante y después  chino 🙏🙏",2
Oe de tilapia es rico ☺ De bagre también! De la Selva sus pescados 💪,2
Nada más?? Inútil de Michi😤,0
Qué bacán!! Chicas las felicito sigan adelante . Gracias a ustedes conocemos más 😍😘,2
Buena michi otros critican sin saber nada 🤫sige pa Lante michi,2
"Michelle Kauffman michifuchissss mira la segunda receta, justo lo que te decia hace poco 😜🙈",2
El michi quiere hacer yoga 🥰🥰,2
Son ciegas o que como michi se va parecer a Luismi 🤦🤦🤦,0
Saludos desde Mollendo Puerto Bravo 🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪. Bendiciones para todos,2
"Jimena Molleda sigo sad, sacamela😭😂",0
El tío que vende mollejita ricasho el plato 😁👍,2
Mira esa niña de  es mongolita 😂😂😂,0
"No te pases de mongol pues oe, que chu... Quieres comer por 1 sol, un bufete y atención de primera??? 🤦‍♂️🙄 Me parece de muy mal gusto lo que hiciste, más bien debiste hacerlo alagando las ganas de ayuda de ellos.",0
Ivan Alata Orbegozo  mongo tenemos que verla 🙂,0
Andy Clavijo entiende mongol d mrda 🤔,0
Lapizes mongol ..!! Jajajajaa 🤣🤣🤣,1
Nose que le ven a esta mongolita 😑🤔,0
Pescadito 🐟🐟 k ponga  su cariño también chino,2
"Tanto maltrato al turista nacional..... Ahora somos la salvación, ahora estamos misios tendrán que esperar ...🙊🙊",0
Deivis Zamora Kely Curasma este post me hizo recordarlos 😅 misios pero viajeros jajaaajajaja okno xd,2
Carlo Cruz Vasquez seremos conectaviajeros y más misios jajaja ✌️✌️✌️✌️,2
Estoy más misio que las misias.😟,0
"Si 220 es barato para un misio y viajero, carambas yo estaré en nivel de pobreza extrema 😑🤭",0
"27 yo te elijo, con fe y con mi velita misionera ❤",2
Rocio Eusebio así uno para mi futuro viaje misio a Tarapoto JAJAJA ❣️,2
🤔🤔🤔 eso no tiene nada de misio y de viajero están 2 tapers. Hay mejores lugares para comer y más ricos.  Limbus solo paga la vista.  🤔🤔🤔🤔 Bad,0
"como no saberlo...jajaja Chiclayo y su gastronomía es indudablemente delicioso. me toco por suerte vivir en esa rica ciudad casi un año, no iba a peru desde mis 5 años , cuando decidí volver después de haber vivido 20 años en Mendoza Argentina, experiementar ese cambio hizo q me enamorara de todo, de su gente, la cordialidad lo noble q es Chiclayo en todo sentido. recuerdo q llegue a desayunar en el mercado de Mochoqueque de lo aventurera que soy jajajajaja. que recuerdos. una expericiencia maravillosa. recomiendo que pruebes un pellejito , en las cevicherias lo venden al estilo ceviche. sin duda mi Peru tiene en cada región lugares asombrosos por recorrer y probar lógico!💪😍",2
Lanza el precio chino 😅,1
vamos chino demuéstrale tu Wing Chun 😎,2
"Así hacíamos el pesto para nuestros fideos,mejor dicho mi papi y el batán lo mandaba hacer especial a mi tio que tenía una fabrica de lavatorio de granito 🙂🙂",1
"Pobre del chino 😂 😂 😂 es una ratita ese hombre, el del compromiso era el no ella",0
Esa italiana es más bamba😂,0
Y porque no lo denunciaste en su momento xq no denunciaste tambien como el apaiti de Karla hacia conferencias bamba para recibir de odebrecht? Ahhhh ahi si pues eras bolipolera de Alan ahi si normal... estas dolido q no tienes pograma y como todos los otros gay fueron emprendedores y tienen peluquerias etc y tu no te arde.😂😂,0
CASTIBURROS diciendo AUDIOS BAMBA 🤣,0
Buenas anécdotas chino 🤣🤣🤣🤣🤣,2
Yo uso el color negro - caida resist 😄😄😄,2
El camaleón y la ropita y accesorio de niña 😉,1
imaginen una asiática con un negro o viseversa 🤔🤔🤭🤭😂😂😂,0
Que hermoso se te ve con el color negro 😍 Lucina saludos,2
Parece el.hueco negro  de un pompis🍑 xdddd,0
Fascinante 🤪 lindo el vestido negro 💃,2
El negro !! 🖤💓 sales lindaa 😍,2
Como se llama el de polo negro? 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,1
Una pregunta el de negro es hombre o mujer 🤔,1
M4T4T3 ENTONCES.. DARÁS MÁS VISTAS OE CABEZA DE Camaleon 😃 😃 😃,0
Mariella Paz Spiers vamonos pero hasta el salar de Uyuni 🤗🤗,2
Yei a ver si me gano algo x q soy mas salada que souvenir del salar de uyuni 😂😂😂,2
Pobre china casi se ahoga 🤣🤣🤣🤣 parecía una pileta😂😂😂,2
🤣🤣🤣🤣pobre china...🤣😂🤣😂,2
"Pobrecita , la china pero muy buena 😂😁",2
Le faltó decir .. de un paso al costado para q la china entre 🤣🤦,2
Jajajaja te hiciste una Cristian pobre china  hasta en mis sueños me río  jajajajajaja 😁🤣😂🤣😂😂😂,2
"Clarito lo dijo: Cierren ese Congrezoo, nuevas elecciones, Perú te amo 🤣🤣🤣 y cambien de presidente, y ni vayan a elegir a la China, Siento el amor Perú. 🤣🤣🤣😂",2
Natu Nancy tu misma eres 😄😄😄,2
Luis Mendoza Castro  luiisaaaaa 😂😂😆 terrible nacho,0
"Está buenísimo lo de un solo tapper. Nacho que es apuradito, creo que le va a servir. 👍🏽",2
"Tantos años puede ser por Nacho o por ñato , 😷",0
Buuuuuuuajajajajaja yo ayer 😂😂😂😂😂😂😂😂😂 Nacho SanNacho Sandí,2
Llevalo al camal de yerbayeros 🤣🤣🤣,0
Maricarmen Sánchez Perleche Nancy Díaz  las amo 💛,2
Maria Azucena Nancy 😂😂 .. Y si volvemos a primer ciclo? 🙈,2
Karen Tapia Contreras Liria BC Nancy Tecsi Ccahuana mi caso 🤣🤣🤣,2
"Casi al mismo tiempo dije en voz alta ""los cuartitos con cortinitas"" 😍😍😍😍😍... un chifa en una calle q cruza Alf.Ugarte fue mi ultima visita😄",2
Dirección exacta del chifa por favor 👍🏼,1
"Deben pagar bien, así rechazo el gran chifa ☝️🧐",0
"Y dónde queda?...quiero mi chifa!, pero para comer 😋",2
"Sera motivo para ir 😋. Hasta ahora el mejor chifa de san borja y del Peru segun la ultima premiacion el puesto numero uno se la llevo el chifa TiTi, podras superarlos el 2019 Gaston? Saludos y que sigan los exitos...",2
Hola Gaston Acurio cuando inaugura su chifa y donde me encantaría saber 😄,2
Definitivamente el chifa viene después 🥵.,1
Visita el chifa Ton Wan (Jr huancavelica 752)... Atienden desde las 7 de la noche. 😋,2
todos los días chifa jajajaj Brenda Dessiré mira yo tal cual 🤣 atún con fideos. Ya me sie to gaston,2
Que  buena  gracias  chicos  por  alentar nuestra  selección 👏🙌 hoy  ganamos 💪❤🤍❤🙌,2
"Steven, tiene la misma voz que mitsuba la rubia de owari 😳",1
A que ya pues va ese chico ...no le soporto 🤣,0
Joty Colmenares Mori Piero Rubianes Sotelo Viictor Arevalo Luis Franz Jose Gc  esa gente de domingo nieto 🍻,2
A la rubia le gusta el Petipan Político 😸,0
Maria Claudia cuando me das consejos pero tú también eres la rubia 😂😂😂😂,2
Cuando sea grande quiero hacer lo que ustedes hacen chicos jajajajaja mentira son lo Máximo 👍🤙👌,2
Yo no terminaría con un chico así 😍,2
Saludos desde Italia muchas bendiciones chino siempre te vemos y a tus especiales 😉,2
Muchos exitos chino❤❤❤,2
Donde quedo la altaneria y soberbia de la mosca muerta menor de palacio 😂.,0
Sebastian Petit Mosca 🙄,1
"Señores, seguro su papá está preso porque mató una mosca 🤣 parfavar dejen de dar pantalla a ellos y prioricen a quienes de verdad necesitan la ayuda.",0
😄😄😄la apreciada sra de la corrupcion la sra del año de corrupción con esa cara de mosca muerte es una de las mas corruptas del Perú verguenza,0
Juan Carlos Ropa Ojeda ponte mosca 🤣🤣,2
"Ya era hora , estaba en moscas con tus publicaciones.  🍃👍",2
Noticia falsa las imágenes q muestran son de personas diferentes  otra mosca q le gusta la mermelada 🤑🤑🤑🤑🤑,0
La mosca siempre con la Kk  🙄🤦‍♂️,0
que se siente ahora chino 😁,1
"Ya que el 2 está de bajada quiere renacer nuevamente trayendo a la comedia de la calle como en las décadas pasadas, bien por el chino risas y su elenco 😎👏🏽, pero ahora solo será humor blanco xd 🤷😁",2
Koki es Monse capas que se dejas quebrar 😁,0
"Ooooh verdad parecía monse por como.habla y sus nervios jjejjejeej   🤭 pero lo vi más y que buena onda que interesante y elemental, se puede rescatar un buen mensaje de lo que dice 🤗",2
Floro monse 😃 ni cuello tienes 😃😃😃😃,0
Calla borracho monse 🤣🤣🤣🤣🤣,0
¡Chu huevitoo !🤭🤭 Chino risas lo máximo 👍👍,2
asi la agarraban x monse... 🤣🤣🤣🤣,0
Kimberly Monserrat Jajajajajajajaja se paso😂❤,2
"Que malo , china  ahora   tu asustalo con los fantasmas😜😜😜  y le aqui ahora todos nos asustamos 😜",0
Casi la ahogas a la pobre china jajaja😅,2
Esas experiencias son las que no se olvidan China.🤣🤣🤣,2
Pobre china estaba recontra asustada y al mojaste todita 😂😂😂😂,2
La china dijo Todos no mojamos  y christian como todo un caballero le hizo caso 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣Ki buinaaaaaa,2
El perú 🇵🇪 es posible o probable que pueda ser un Venezuela 🇻🇪 Cuba 🇨🇺 China 🇨🇳 o Corea del Norte con su gestión del Sr Pedro Castillo si el perú 🇵🇪 se encuentra con inflación empobrecido endeudado y destruido la desesperación de los sicarios prostituidos terroristas de periodistas peruanos 🇵🇪 y múltiples empresas privadas cuando se sienten tocados sus intereses económicos da lo mismo elegir por la Sra Keiko Fujimori con personal técnico corruptos si gana cuántas empresas se enriqueceran ilícitamente y se repartirán los recursos naturales mientras los aportantes y ex aportantes del ONP AFP y FONAVI se encuentran falleciendo en sus propios hogares sin recibir su propio dinero 💵,0
MAYIMBU TE VA HACER DAR EMBOLIA CHINOO DE TANTO RENEGAR CON EL 🤣🤣🤣,0
"Me parece muy bien, querían plata facil ahí está 👍👍",2
Jajajaj 🤣 para nada y menos la plata ….pura c.c.,0
File buater donde se deposita la 💩 m____ya no te dará plata el presidente 🐁trata de mierda,0
Cris López ese va ser mi nuevo point 💁‍♂️😉,2
"Tita, más points en Chincha!!! 😋😋😋",2
"Estás perdiendo Plata, stand up sería una buena idea 💡",2
Una vez un policía q parecía bbita m encañono pq no m deje registrar y pq no le di plata ...creo q keria hacerme tocamientos indevidos 😉😉😉😉😉,0
Enamorada de la plata😁😁😁😁😄😄😄,2
Sandro Gutierrez que opinas aqui ya llegaron a 65 pollo entero 😥😥 #NoMasPobresEnUnPaisRico,0
"Raul , tu polloshimaru  🤣🤣🤣🍗",2
Lourdes Angulo ves pollo ☝🏻,1
Amor Olenka Sofia 3 sitios para ir a comer pollo a la brasa 🐔 .. 🤤🤤,2
¼ de pollo a la braza 🤣,2
Luigi Sugobono Degregori points😎,2
Alejandro Trujillo Alvarez Mariale Trujillo Alvarez los points para su viajecito 🤙,2
Priscilla Bellido Conde checa esto!!! Podría ser el próximo point!! Y bailando ese pasito 🤣 Pdta: escucha el video 😂,2
Rolando S. Medina  el doc que se conoce todos los points 🤭,2
"Gabriel Cumpa habrá Chiclayo parte II, menciona los points 😎🤭",2
Pamela Yngrid Mascaraqui Zuniga point 2 😉,2
Lozada Yarleque Yaritza Katherine cuáles son los points recomendados por ti 🤔 🤔,2
Compartimos profesores y PPTs ✨,2
Mary Tello López la pollaxd 😂,2
"No me quiero imaginar las japonesas y los japoneses , cuando vean al Niño polla 😳🤯😂",0
Valeria Laura la polla y sentimental eres tu 🤣🤣💜,2
Ptm que le pasó al Jordy el niño polla !!!!!!!🤣🤣🤣🤣🤣,0
Carlos Javier Luis Gomez llevamos el pollo al cine 😂,2
"A mí me encanta, además tienes mucha personalidad para que uses lo que te dé la gana. Éxitos en tu vida profesional y familiar.👍☺️",2
Lina Fernandez Nuñez🤭🤭 saca el pisco 🤣🤣,2
"María Pía, eres increíble!!! ....soy tu fiel seguidora. Me haces reír con tus ocurrencias 😂 Que sigan los éxitos para ti y tu linda familia. Un abrazote desde Pisco 🤗",2
Milagros Ormeño Pisco lo veo y me da mucha risa y nose porque Jajajajajajajaja 😂😂😂😂😂,2
"Diosito lindo, al ver tu video y leer lo que escribiste confirmo que en lo que pensamos primero es en nuestros hijos. El susto más horrible de mi vida me lo llevé cuando sucedió el terremoto en Pisco 2007  vivía en Trujillo, estaba sola, embarazada y con mi bebé de meses durmiendo, se sintió fuerte, corrí al cuarto a ver a mi hijo, fue lo primero en quien pensé, todo bien gracias a Dios.Cuídense mucho.❤🙏",2
Karamanduka 😂😂😂😂😂😂😂😂😂😂 Noelia Pisconte Matta,2
La gorda sexy  cada día piyina 🤭🤭🤣,2
Recuerdas el pisco que les prepare Carla Gabriela  😂,2
Kevin Suclupe Piscoya 🤣🤣🤣🤣,2
"Hola mi querido prosor, esta muy piola tu corte. 😉😉",2
Tobi la bajas piola 😂😂😂😂😂😂,2
La pinta es lo de menosss... VOZ SOS UN GORDO BUENO 🤪 GRANDE GORDOOOO!! 🖖👏🖖👏🖖👏,2
Colla Pintado se parece a ti  🙄🙄,1
"Cynthia, ojo al piojo 👀",1
"Que piola! Nueva generación bien dirigida. Nada de muletillas absurdas y ridículas como ""tipo...."", ""Chill"" y ""manyadit@s"". Que buen final. 👍🏽🤘🏽",2
Cantas piolasa y su viejita le sigue ❤,2
"Volviste Mox, el Kiko peruano, ta bien piola tu gorrita azúl😅",2
El verdadero profesor 🤗 Todo el éxito del mundo profesor Ricardo Gareca 👍🏻,2
Lucho más pisao da ganas de 👊,0
Te llevas un Pisco y regresas con un trago de la ciudad que visitas 😃😃😃,2
Melissa Vargas Olga Jacquelinne algunas vez hicimos la ruta del pisco ahora vamos por la del ceviche???🤣🤣🤣,2
Daniela Pisco Bullon Allison Reátegui Ana Lucía Ocampo Bruno 😂,2
Como cae mal pique gracias a él shakira esta enfocada en canciones de desamor pero no en la del mundial 😢,0
"Pía te faltó decir, piquense envidiosas 😌💪",2
André Pareja Pérez León 😱😍 piqueito para el partido!,2
Es dj del club local lo puso para desconcentrar a piquetazo 🤣🤣🤣🤣,2
El mejor ceviche es Chiclayano👌 y no se piquen por favor  ✌,2
Me encanta asi que aquien le pique se rasque y le salga roncha de pura envidia. 🤣🤣🤣🤣🤣,2
"""La gente de caras no la soporto"", apuesto a que le llego hasta el alma al pique🤣🤣",2
"Harta con renzo, con María pía ya me tiene harta y la sheyla todo porque son de plata 😒",0
"No tienen sus hijas, ese juez es convenidos todo poa plata cochina 🤢",0
"Nos están cayendo las 12 plagas, q horror es éste!! 🤦‍♀️🙄",0
Este peste vizcarra es peor que mil plagas🤑🤑,0
Genocida plaga kkk ya quisiera yaaa está su lugar de mi presidente Castillo.  Gracias a Dios 🙏 🙌 nuncaaaa estáraaa en palacio🤣🤣🤣🤣,0
Jajaja cuando no hay plata no hay hambre...😅,0
"felicitaciones para ti Pamela, eres una mujer muy hermosa y muy profesional. Bendiciones 🌻",2
Creo que te gusta el profesor🤔🤔🤔,1
"Tu país siempre va contigo. Tu profesion es loable, adelante 👓💼",2
"✨Diana Sánchez✨ Tiene que estar en Reinas 👑 ella es muy talentosa, dará mucho profesionalismo.💃🏻",2
Ps esta loca amy como va decir eso q si se da se da yo se q es profecionalismo pero tampoco tampoco eh una cosa es el baile y otra cosa lo q mayra goñi hace que es la actuación además mayra goñi es mejor q amy haci para adelante mayrita 🖤🤗,0
Que tal profesional el que la está entrevistando ...!!! 😂😂😂😂🤣🤣,2
"Dios te bendiga por siempre y que la fuerza del universo conspire cada día a tu favor!!😉✨✨  Te admiro y orgullosa de conocer, aunque sea de lejos, a un gran ser humano y excelente profesional!!!",2
Hola jape Saludame porfabor 😄😄,2
"Por eso sean empáticos con las personas que trabajan en Atención al cliente, que no saben como en realidad ellos trabajan bajo la presión de jefes que solo están estresandolos y molestando. Eh visto mucha gente que no sabe ni decir gracias o porfavor, cambiemos ese chip y seamos empáticos, hay muchos jovenes que viven con el estrés de 2 trabajos o de horarios de 13 horas con un sueldo mínimo en muchos de estos restaurantes. Buen video para que la gente tenga mas conciencia 👍",2
El 17 porfa😭🙋🏻‍♂️😭🙋🏻‍♂️😭🙋🏻‍♂️😭🙋🏻‍♂️😭,1
Ay porfavor Beto somos 3 😂,2
Yo también los hago sacar los zapatos cuando llegan a mi casa 😂😂no me gusta que lleven polvo,1
Algún producto para purificar el ambiente o para la alergia al polvo u ácaros??🙏,1
Amo! Ajajja harina con polvos de hornear o sin? 🤔 seca! 😘🙌🏼,1
En polvos ayer pregunté y mínimo está 650🥺😥,1
Miguelito medio polvo. 😂,0
"Yo quiero probar el Eucasol, sufro de alergia a la humedad, polvo, etc 😢 o que producto me recomienda?",1
Sabes donde puedo conseguir los polvos 😂? Tu que sabes Brenda Caballero,0
26 y me pinto el pelo morado porfa nunca me gano nada 💜💜💜💜🌈🌈🌈🌈🌈,2
rodolfiwo.  apaga p porfavor si 🙂 <3  i love you shetuvida.,2
SOLO DI ONII CHAN YAMETE KUDASAI NIAA HAAA PORFAVOR Y TE PERDONO ❤❤❤❤❤❤😣,2
"Cholo eres una gran persona alegras los días de todos gracias por todo , mándame saludos porfa 👏",2
La madrastra porfavor!!! 🥰 🥰 🥰 🥰,2
"Impecable presentación , uso del espacio , lenguaje no verbal , técnica vocal , interpretación , se ve profesionalismo y trabajo 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",2
"Hola japeeeee, ya tienes la película de kimetsu no yaiba,  pásala a tus seguidores porfaaaaaaa🙉🙈❤, saludos desde Perú 😆",2
Emerson Sánchez vamos vamos vamos vaaaaaaaamooooooosssss bebe porfavor!!! Siiiiiiiiii 👅😂😂😂😂😂😂😂😂,2
Karla Cortes química porfaaaaaa para el spa de su hermana 😳🙊,2
Chicaaaas lindas el 5 porfaaa ✈️,2
Con esa pinta cualquiera los confunde!!!😁😁😁😁,2
"Melody Ñihuin Herrera  causa, tú te llevas el premio de las más tardonas 🤣🤣",2
No hay punto de comparación Queen lo maximo  y el otro parece un cavernícola con esos ruidos 🤣🤣🤣🤣,2
"El rico ceviche, su causa, el jugoso  y el pan con pejerrey, Mi Rico Chimbote😏😏😋😋",2
